term_id,japanese,english,german,french,spanish,portuguese,italian,czech,polish,turkish,vietnamese,thai,indonesian,korean,chinese_simplified,chinese_traditional,mexican_spanish,domain,locked
TERM_224,食品機械,food machinery,Lebensmittelmaschine,machine alimentaire,maquinaria alimentaria,máquina alimentícia,macchina alimentare,potravinářský stroj,maszyna spożywcza,gıda makinesi,máy thực phẩm,เครื่องจักรอาหาร,SEM_224,식품 기계,食品机械,食品機械,maquinaria alimentaria,applications,true
TERM_225,エアタンク,air tank,Druckluftbehälter,réservoir d'air,tanque de aire,tanque de ar,serbatoio aria,vzdušník,zbiornik powietrza,hava tankı,bình khí,ถังอากาศ,SEM_225,에어 탱크,储气罐,儲氣罐,tanque de aire,components,true
TERM_226,コンプレッサ,compressor,Kompressor,compresseur,compresor,compressor,compressore,kompresor,sprężarka,kompresör,máy nén,คอมเพรสเซอร์,SEM_226,압축기,压缩机,壓縮機,compresor,components,true
TERM_227,ドライヤ,dryer,Trockner,sécheur,secador,secador,essiccatore,sušička,osuszacz,kurutucu,máy sấy,เครื่องทำแห้ง,SEM_227,드라이어,干燥器,乾燥器,secador,components,true
TERM_228,ドレン,drain,Kondensatableiter,purgeur,drenaje,dreno,scarico,odvaděč kondenzátu,odwadniacz,drenaj,thoát nước,ระบายน้ำ,SEM_228,드레인,排水,排水,drenaje,components,true
TERM_229,エアドライヤ,air dryer,Lufttrockner,sécheur d'air,secador de aire,secador de ar,essiccatore d'aria,sušička vzduchu,osuszacz powietrza,hava kurutucusu,máy sấy khí,เครื่องทำแห้งอากาศ,SEM_229,에어 드라이어,空气干燥器,空氣乾燥器,secador de aire,components,true
TERM_230,絞り弁,throttle valve,Drosselventil,vanne d'étranglement,válvula de estrangulación,válvula de estrangulamento,valvola di strozzamento,škrticí ventil,zawór dławiący,kısma valfi,van tiết lưu,วาล์วควบคุม,SEM_230,교축 밸브,节流阀,節流閥,válvula de estrangulación,flow_control,true
TERM_231,急速排気弁,quick exhaust valve,Schnellentlüftungsventil,valve d'échappement rapide,válvula de escape rápido,válvula de escape rápido,valvola di scarico rapido,rychlovýfukový ventil,zawór szybkiego wylotu,hızlı egzoz valfi,van xả nhanh,วาล์วระบายเร็ว,SEM_231,급속 배기 밸브,快速排气阀,快速排氣閥,válvula de escape rápido,flow_control,true
TERM_232,真空,vacuum,Vakuum,vide,vacío,vácuo,vuoto,vakuum,próżnia,vakum,chân không,สุญญากาศ,SEM_232,진공,真空,真空,vacío,vacuum,true
TERM_233,真空パッド,vacuum pad,Saugnapf,ventouse,ventosa de vacío,ventosa de vácuo,ventosa,přísavka,przyssawka próżniowa,vakum pedi,miếng hút chân không,แผ่นดูดสุญญากาศ,SEM_233,진공 패드,真空吸盘,真空吸盤,ventosa de vacío,vacuum,true
TERM_234,エジェクタ,ejector,Ejektor,éjecteur,eyector,ejetor,eiettore,ejektor,eżektor,ejektör,thiết bị phun,อีเจคเตอร์,SEM_234,이젝터,真空发生器,真空產生器,eyector,vacuum,true
TERM_235,真空ポンプ,vacuum pump,Vakuumpumpe,pompe à vide,bomba de vacío,bomba de vácuo,pompa per vuoto,vývěva,pompa próżniowa,vakum pompası,bơm chân không,ปั๊มสุญญากาศ,SEM_235,진공 펌프,真空泵,真空泵,bomba de vacío,vacuum,true
TERM_236,圧力スイッチ,pressure switch,Druckschalter,pressostat,interruptor de presión,pressostato,pressostato,tlakový spínač,presostat,basınç anahtarı,công tắc áp suất,สวิตช์ความดัน,SEM_236,압력 스위치,压力开关,壓力開關,interruptor de presión,pressure_switch,true
TERM_237,真空スイッチ,vacuum switch,Vakuumschalter,vacuostat,interruptor de vacío,vacuostato,vacuostato,vakuový spínač,próżniomierz,vakum anahtarı,công tắc chân không,สวิตช์สุญญากาศ,SEM_237,진공 스위치,真空开关,真空開關,interruptor de vacío,pressure_switch,true
TERM_238,MPa,MPa,MPa,MPa,MPa,MPa,MPa,MPa,MPa,MPa,MPa,เมกะปาสคาล,SEM_238,MPa,MPa,MPa,MPa,units,true
TERM_239,kPa,kPa,kPa,kPa,kPa,kPa,kPa,kPa,kPa,kPa,kPa,กิโลปาสคาล,SEM_239,kPa,kPa,kPa,kPa,units,true
TERM_240,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,บาร์,SEM_240,bar,bar,bar,bar,units,true
TERM_241,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,มิลลิเมตร,SEM_241,mm,mm,mm,mm,units,true
TERM_242,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,กิโลกรัม,SEM_242,kg,kg,kg,kg,units,true
TERM_243,L/min,L/min,L/min,L/min,L/min,L/min,L/min,L/min,L/min,L/dak,L/phút,ลิตร/นาที,SEM_243,L/min,L/min,L/min,L/min,units,true
TERM_244,前進,forward,Vorwärtsbewegung,avance,avance,avanço,avanzamento,vpřed,do przodu,ileri,tiến,เดินหน้า,SEM_244,전진,前进,前進,avance,direction,true
TERM_245,後退,backward,Rückwärtsbewegung,recul,retroceso,retorno,arretramento,vzad,do tyłu,geri,lùi,ถอยหลัง,SEM_245,후퇴,后退,後退,retroceso,direction,true
TERM_246,伸び,extend,Ausfahren,sortie,extensión,extensão,estensione,vysunutí,wysuw,uzatma,mở rộng,ยืด,SEM_246,신장,伸出,伸出,extensión,direction,true
TERM_247,縮み,retract,Einfahren,rentrée,retracción,retração,retrazione,zasunutí,wsuw,geri çekme,thu lại,หด,SEM_247,수축,缩回,縮回,retracción,direction,true
TERM_248,負荷,load,Last,charge,carga,carga,carico,zatížení,obciążenie,yük,tải,โหลด,SEM_248,부하,负载,負載,carga,load,true
TERM_249,最大負荷,maximum load,maximale Last,charge maximale,carga máxima,carga máxima,carico massimo,maximální zatížení,maksymalne obciążenie,maksimum yük,tải tối đa,โหลดสูงสุด,SEM_249,최대 부하,最大负载,最大負載,carga máxima,load,true
TERM_250,安全装置,safety device,Sicherheitseinrichtung,dispositif de sécurité,dispositivo de seguridad,dispositivo de segurança,dispositivo di sicurezza,bezpečnostní zařízení,urządzenie zabezpieczające,güvenlik cihazı,thiết bị an toàn,อุปกรณ์ความปลอดภัย,SEM_250,안전 장치,安全装置,安全裝置,dispositivo de seguridad,safety_device,true
TERM_251,ロックアウト,lockout,Verriegelung,verrouillage,bloqueo,bloqueio,blocco,uzamčení,blokada,kilitleme,khóa,ล็อคเอาต์,SEM_251,로크아웃,锁定,鎖定,bloqueo,safety_device,true
TERM_252,性能曲線,performance curve,Leistungskurve,courbe de performance,curva de rendimiento,curva de desempenho,curva di prestazione,výkonová křivka,krzywa wydajności,performans eğrisi,đường cong hiệu suất,เส้นโค้งสมรรถนะ,SEM_252,성능 곡선,性能曲线,性能曲線,curva de rendimiento,performance_curve,true
TERM_253,特性図,characteristic diagram,Kennlinie,diagramme caractéristique,diagrama característico,diagrama característico,diagramma caratteristico,charakteristická křivka,wykres charakterystyki,karakteristik diyagram,biểu đồ đặc tính,แผนภาพลักษณะเฉพาะ,SEM_253,특성도,特性图,特性圖,diagrama característico,performance_curve,true
TERM_254,保証,warranty,Garantie,garantie,garantía,garantia,garanzia,záruka,gwarancja,garanti,bảo hành,การรับประกัน,SEM_254,보증,保修,保固,garantía,warranty,true
TERM_255,保証期間,warranty period,Garantiezeit,période de garantie,período de garantía,período de garantia,periodo di garanzia,záruční doba,okres gwarancji,garanti süresi,thời gian bảo hành,ระยะเวลารับประกัน,SEM_255,보증 기간,保修期,保固期,período de garantía,warranty,true
TERM_256,グリッパ,gripper,Greifer,pince,pinza,garra,pinza,chapadlo,chwytaki,tutucu,càng kẹp,กริปเปอร์,SEM_256,그리퍼,夹爪,夾爪,pinza,gripper,true
TERM_257,パラレルグリッパ,parallel gripper,Parallelgreifer,pince parallèle,pinza paralela,garra paralela,pinza parallela,paralelní chapadlo,chwytaki równoległe,paralel tutucu,càng kẹp song song,กริปเปอร์แบบขนาน,SEM_257,평행 그리퍼,平行夹爪,平行夾爪,pinza paralela,gripper,true
TERM_258,把持力,gripping force,Greifkraft,force de préhension,fuerza de agarre,força de preensão,forza di presa,úchopová síla,siła chwytu,kavrama kuvveti,lực kẹp,แรงจับ,SEM_258,파지력,夹持力,夾持力,fuerza de agarre,gripper,true
TERM_259,開閉ストローク,opening/closing stroke,Öffnungs-/Schließhub,course d'ouverture/fermeture,carrera de apertura/cierre,curso de abertura/fechamento,corsa di apertura/chiusura,zdvih otevírání/zavírání,skok otwierania/zamykania,açma/kapama stroku,hành trình mở/đóng,ระยะชักเปิด/ปิด,SEM_259,개폐 스트로크,开闭行程,開閉行程,carrera de apertura/cierre,gripper,true
TERM_260,クランプ,clamp,Spannvorrichtung,dispositif de serrage,abrazadera,grampo,morsetto,upínací zařízení,zacisk,kelepçe,kẹp chặt,แคลมป์,SEM_260,클램프,夹紧装置,夾緊裝置,abrazadera,clamp,true
TERM_261,スイングクランプ,swing clamp,Schwenkspanner,bride pivotante,abrazadera giratoria,grampo oscilante,morsetto oscillante,kyvné upínání,zacisk wahliwy,salınımlı kelepçe,kẹp xoay,แคลมป์แบบหมุน,SEM_261,스윙 클램프,摆动夹具,擺動夾具,abrazadera giratoria,clamp,true
TERM_262,トグルクランプ,toggle clamp,Kniehebel-Spanner,bride à genouillère,abrazadera de palanca,grampo de alavanca,morsetto a ginocchiera,páková upínka,zacisk dźwigniowy,mafsallı kelepçe,kẹp khớp,แคลมป์แบบข้อต่อ,SEM_262,토글 클램프,肘节夹具,肘節夾具,abrazadera de palanca,clamp,true
TERM_263,リニアアクチュエータ,linear actuator,Linearantrieb,actionneur linéaire,actuador lineal,atuador linear,attuatore lineare,lineární pohon,siłownik liniowy,lineer aktüatör,cơ cấu chấp hành tuyến tính,ตัวขับเคลื่อนเชิงเส้น,SEM_263,리니어 액추에이터,线性执行器,線性致動器,actuador lineal,actuator_types,true
TERM_264,ロータリアクチュエータ,rotary actuator,Drehantrieb,actionneur rotatif,actuador rotativo,atuador rotativo,attuatore rotativo,rotační pohon,siłownik obrotowy,döner aktüatör,cơ cấu chấp hành quay,ตัวขับเคลื่อนหมุน,SEM_264,로터리 액추에이터,旋转执行器,旋轉致動器,actuador rotativo,actuator_types,true
TERM_265,エレクトリックアクチュエータ,electric actuator,elektrischer Antrieb,actionneur électrique,actuador eléctrico,atuador elétrico,attuatore elettrico,elektrický pohon,siłownik elektryczny,elektrikli aktüatör,cơ cấu chấp hành điện,ตัวขับเคลื่อนไฟฟ้า,SEM_265,전동 액추에이터,电动执行器,電動致動器,actuador eléctrico,actuator_types,true
TERM_266,サーボモータ,servo motor,Servomotor,servomoteur,servomotor,servomotor,servomotore,servomotor,silnik serwo,servo motor,động cơ servo,เซอร์โวมอเตอร์,SEM_266,서보 모터,伺服电机,伺服馬達,servomotor,actuator_types,true
TERM_267,ステッピングモータ,stepping motor,Schrittmotor,moteur pas à pas,motor paso a paso,motor de passo,motore passo-passo,krokový motor,silnik krokowy,step motor,động cơ bước,มอเตอร์สเต็ป,SEM_267,스테핑 모터,步进电机,步進馬達,motor paso a paso,actuator_types,true
TERM_268,アルミニウム,aluminum,Aluminium,aluminium,aluminio,alumínio,alluminio,hliník,aluminium,alüminyum,nhôm,อลูมิเนียม,SEM_268,알루미늄,铝,鋁,aluminio,materials,true
TERM_269,ステンレス鋼,stainless steel,Edelstahl,acier inoxydable,acero inoxidable,aço inoxidável,acciaio inossidabile,nerezová ocel,stal nierdzewna,paslanmaz çelik,thép không gỉ,สแตนเลส,SEM_269,스테인리스강,不锈钢,不鏽鋼,acero inoxidable,materials,true
TERM_270,樹脂,resin,Kunstharz,résine,resina,resina,resina,pryskyřice,żywica,reçine,nhựa,เรซิน,SEM_270,수지,树脂,樹脂,resina,materials,true
TERM_271,ゴム,rubber,Gummi,caoutchouc,goma,borracha,gomma,pryž,guma,kauçuk,cao su,ยาง,SEM_271,고무,橡胶,橡膠,goma,materials,true
TERM_272,ニトリルゴム,nitrile rubber,Nitrilkautschuk,caoutchouc nitrile,caucho nitrilo,borracha nitrílica,gomma nitrilica,nitrilový kaučuk,guma nitrylowa,nitril kauçuk,cao su nitrile,ยางไนไตรล์,SEM_272,니트릴 고무,丁腈橡胶,丁腈橡膠,caucho nitrilo,materials,true
TERM_273,表面処理,surface treatment,Oberflächenbehandlung,traitement de surface,tratamiento superficial,tratamento de superfície,trattamento superficiale,povrchová úprava,obróbka powierzchni,yüzey işlemi,xử lý bề mặt,การปรับสภาพพื้นผิว,SEM_273,표면 처리,表面处理,表面處理,tratamiento superficial,coating,true
TERM_274,アルマイト処理,anodizing,Eloxieren,anodisation,anodizado,anodização,anodizzazione,eloxování,anodowanie,anodizasyon,anốt hóa,การอะโนไดซ์,SEM_274,아노다이징,阳极氧化,陽極處理,anodizado,coating,true
TERM_275,メッキ,plating,Galvanisierung,placage,galvanizado,galvanização,galvanizzazione,pokovování,galwanizacja,kaplama,mạ,การชุบ,SEM_275,도금,电镀,電鍍,galvanizado,coating,true
TERM_276,塗装,painting,Lackierung,peinture,pintura,pintura,verniciatura,lakování,malowanie,boyama,sơn,การทาสี,SEM_276,도장,涂装,塗裝,pintura,coating,true
TERM_277,マグネット式ロッドレスシリンダ,magnetic rodless cylinder,magnetischer Kolbenstangenzylinder,vérin sans tige magnétique,cilindro sin vástago magnético,cilindro sem haste magnético,cilindro senza stelo magnetico,bezvřetenový válec s magnetem,beztłoczyskowy cylinder magnetyczny,manyetik kolsuz silindir,xi lanh không cần từ tính,กระบอกไฮดรอลิกแบบแม่เหล็ก,SEM_277,마그넷식 로드리스 실린더,磁性无杆气缸,磁性無桿氣缸,cilindro sin vástago magnético,rodless_cylinder,true
TERM_278,スリット式ロッドレスシリンダ,slotted rodless cylinder,geschlitzter Kolbenstangenzylinder,vérin sans tige à fente,cilindro sin vástago ranurado,cilindro sem haste com ranhura,cilindro senza stelo a feritoia,bezvřetenový válec s drážkou,beztłoczyskowy cylinder szczelinowy,yarıklı kolsuz silindir,xi lanh không cần có rãnh,กระบอกไฮดรอลิกแบบมีร่อง,SEM_278,슬릿식 로드리스 실린더,槽式无杆气缸,槽式無桿氣缸,cilindro sin vástago ranurado,rodless_cylinder,true
TERM_279,スライドテーブル,slide table,Schiebetisch,table coulissante,mesa deslizante,mesa deslizante,tavola scorrevole,posuvný stůl,stół przesuwny,kayar tabla,bàn trượt,โต๊ะเลื่อน,SEM_279,슬라이드 테이블,滑台,滑台,mesa deslizante,slide_table,true
TERM_280,ガイド,guide,Führung,guidage,guía,guia,guida,vedení,prowadnica,kılavuz,hướng dẫn,ท่อนำ,SEM_280,가이드,导轨,導軌,guía,slide_table,true
TERM_281,リニアガイド,linear guide,Linearführung,guidage linéaire,guía lineal,guia linear,guida lineare,lineární vedení,prowadnica liniowa,lineer kılavuz,ray tuyến tính,ท่อนำเชิงเส้น,SEM_281,리니어 가이드,直线导轨,線性導軌,guía lineal,slide_table,true
TERM_282,エンコーダ,encoder,Geber,encodeur,codificador,codificador,encoder,snímač,enkoder,enkoder,bộ mã hóa,เอนโคดเดอร์,SEM_282,엔코더,编码器,編碼器,codificador,encoder,true
TERM_283,ロータリエンコーダ,rotary encoder,Drehgeber,encodeur rotatif,codificador rotativo,codificador rotativo,encoder rotativo,otočný snímač,enkoder obrotowy,döner enkoder,bộ mã hóa quay,เอนโคดเดอร์แบบหมุน,SEM_283,로터리 엔코더,旋转编码器,旋轉編碼器,codificador rotativo,encoder,true
TERM_284,リニアエンコーダ,linear encoder,Lineargeber,encodeur linéaire,codificador lineal,codificador linear,encoder lineare,lineární snímač,enkoder liniowy,lineer enkoder,bộ mã hóa tuyến tính,เอนโคดเดอร์เชิงเส้น,SEM_284,리니어 엔코더,直线编码器,直線編碼器,codificador lineal,encoder,true
TERM_285,調整,adjustment,Einstellung,réglage,ajuste,ajuste,regolazione,nastavení,regulacja,ayarlama,điều chỉnh,การปรับ,SEM_285,조정,调整,調整,ajuste,adjustment,true
TERM_286,圧力調整,pressure adjustment,Druckeinstellung,réglage de pression,ajuste de presión,ajuste de pressão,regolazione di pressione,nastavení tlaku,regulacja ciśnienia,basınç ayarı,điều chỉnh áp suất,การปรับความดัน,SEM_286,압력 조정,压力调整,壓力調整,ajuste de presión,adjustment,true
TERM_287,流量調整,flow adjustment,Durchflusseinstellung,réglage de débit,ajuste de caudal,ajuste de vazão,regolazione di portata,nastavení průtoku,regulacja przepływu,akış ayarı,điều chỉnh lưu lượng,การปรับอัตราการไหล,SEM_287,유량 조정,流量调整,流量調整,ajuste de caudal,adjustment,true
TERM_288,速度調整,speed adjustment,Geschwindigkeitseinstellung,réglage de vitesse,ajuste de velocidad,ajuste de velocidade,regolazione di velocità,nastavení rychlosti,regulacja prędkości,hız ayarı,điều chỉnh tốc độ,การปรับความเร็ว,SEM_288,속도 조정,速度调整,速度調整,ajuste de velocidad,adjustment,true
TERM_289,フィルタ,filter,Filter,filtre,filtro,filtro,filtro,filtr,filtr,filtre,bộ lọc,ฟิลเตอร์,SEM_289,필터,过滤器,過濾器,filtro,filtration,true
TERM_290,エアフィルタ,air filter,Luftfilter,filtre à air,filtro de aire,filtro de ar,filtro aria,vzduchový filtr,filtr powietrza,hava filtresi,bộ lọc khí,ฟิลเตอร์อากาศ,SEM_290,에어 필터,空气过滤器,空氣過濾器,filtro de aire,filtration,true
TERM_291,ミストセパレータ,mist separator,Nebelabscheider,séparateur de brouillard,separador de niebla,separador de névoa,separatore di nebbia,odlučovač mlhy,separator mgły,sis ayırıcı,bộ tách sương,ตัวแยกหมอก,SEM_291,미스트 세퍼레이터,油雾分离器,油霧分離器,separador de niebla,filtration,true
TERM_292,レギュレータ,regulator,Druckregler,régulateur,regulador,regulador,regolatore,regulátor,regulator,regülatör,bộ điều áp,เรกูเลเตอร์,SEM_292,레귤레이터,调压器,調壓器,regulador,regulator,true
TERM_293,減圧弁,pressure reducing valve,Druckminderungsventil,détendeur,válvula reductora de presión,válvula redutora de pressão,riduttore di pressione,redukční ventil,zawór redukcyjny,basınç düşürme valfi,van giảm áp,วาล์วลดความดัน,SEM_293,감압 밸브,减压阀,減壓閥,válvula reductora de presión,regulator,true
TERM_294,比例制御,proportional control,Proportionalregelung,régulation proportionnelle,control proporcional,controle proporcional,controllo proporzionale,proporcionální řízení,sterowanie proporcjonalne,oransal kontrol,điều khiển tỷ lệ,การควบคุมสัดส่วน,SEM_294,비례 제어,比例控制,比例控制,control proporcional,control_method,true
TERM_295,ON/OFF制御,ON/OFF control,Zweipunkt-Regelung,régulation tout ou rien,control ON/OFF,controle ON/OFF,controllo ON/OFF,dvoupolohové řízení,sterowanie dwupołożeniowe,ON/OFF kontrol,điều khiển ON/OFF,การควบคุมเปิด/ปิด,SEM_295,ON/OFF 제어,ON/OFF控制,ON/OFF控制,control ON/OFF,control_method,true
TERM_296,配管,piping,Rohrleitung,tuyauterie,tubería,tubulação,tubazione,potrubí,rurociąg,boru hattı,đường ống,ท่อ,SEM_296,배관,管道,管路,tubería,piping,true
TERM_297,配管材料,piping material,Rohrleitungsmaterial,matériau de tuyauterie,material de tubería,material de tubulação,materiale di tubazione,materiál potrubí,materiał rurociągów,boru malzemesi,vật liệu đường ống,วัสดุท่อ,SEM_297,배관 재료,管道材料,管路材料,material de tubería,piping,true
TERM_298,マニホールド,manifold,Verteilerblock,collecteur,colector,manifold,collettore,rozváděč,kolektor,manifold,ống phân phối,แมนิโฟลด์,SEM_298,매니폴드,集气块,集氣塊,colector,manifold,true
TERM_299,バルブマニホールド,valve manifold,Ventilblock,bloc de vannes,bloque de válvulas,manifold de válvulas,blocco valvole,ventilový rozváděč,blok zaworowy,valf manifoldu,khối van,แมนิโฟลด์วาล์ว,SEM_299,밸브 매니폴드,阀组,閥組,bloque de válvulas,manifold,true
TERM_300,バルブアイランド,valve island,Ventilinsel,îlot de vannes,isla de válvulas,ilha de válvulas,isola valvole,ventilový ostrov,wyspa zaworów,valf adası,đảo van,เกาะวาล์ว,SEM_300,밸브 아일랜드,阀岛,閥島,isla de válvulas,valve_island,true
TERM_301,24V,24V,24V,24V,24V,24V,24V,24V,24V,24V,24V,24โวลต์,SEM_301,24V,24V,24V,24V,power_supply,true
TERM_302,100V,100V,100V,100V,100V,100V,100V,100V,100V,100V,100V,100โวลต์,SEM_302,100V,100V,100V,100V,power_supply,true
TERM_303,200V,200V,200V,200V,200V,200V,200V,200V,200V,200V,200V,200โวลต์,SEM_303,200V,200V,200V,200V,power_supply,true
TERM_304,50Hz,50Hz,50Hz,50Hz,50Hz,50Hz,50Hz,50Hz,50Hz,50Hz,50Hz,50เฮิร์ตซ์,SEM_304,50Hz,50Hz,50Hz,50Hz,frequency,true
TERM_305,60Hz,60Hz,60Hz,60Hz,60Hz,60Hz,60Hz,60Hz,60Hz,60Hz,60Hz,60เฮิร์ตซ์,SEM_305,60Hz,60Hz,60Hz,60Hz,frequency,true
TERM_306,サージ保護,surge protection,Überspannungsschutz,protection contre les surtensions,protección contra sobretensiones,proteção contra surtos,protezione da sovratensione,ochrana proti přepětí,zabezpieczenie przepięciowe,aşırı gerilim koruması,bảo vệ sóng thần,การป้องกันไฟกระชาก,SEM_306,서지 보호,浪涌保护,突波保護,protección contra sobretensiones,protection_circuit,true
TERM_307,自動化,automation,Automatisierung,automatisation,automatización,automação,automazione,automatizace,automatyzacja,otomasyon,tự động hóa,ระบบอัตโนมัติ,SEM_307,자동화,自动化,自動化,automatización,automation,true
TERM_308,省人化,labor saving,Personaleinsparung,économie de main-d'œuvre,ahorro de mano de obra,economia de mão de obra,risparmio di manodopera,úspora práce,oszczędność pracy,iş gücü tasarrufu,tiết kiệm lao động,การประหยัดแรงงาน,SEM_308,성력화,省人化,省人化,ahorro de mano de obra,automation,true
TERM_309,無人化,unmanned operation,unbemannter Betrieb,fonctionnement sans personnel,operación no tripulada,operação não tripulada,funzionamento senza personale,bezobslužný provoz,eksploatacja bezzałogowa,insansız çalışma,vận hành không người,การทำงานแบบไร้คน,SEM_309,무인화,无人化,無人化,operación no tripulada,automation,true
TERM_310,スマートファクトリー,smart factory,intelligente Fabrik,usine intelligente,fábrica inteligente,fábrica inteligente,fabbrica intelligente,chytrá továrna,inteligentna fabryka,akıllı fabrika,nhà máy thông minh,โรงงานอัจฉริยะ,SEM_310,스마트 팩토리,智能工厂,智慧工廠,fábrica inteligente,industry40,true
TERM_311,IoT,IoT,IoT,IoT,IoT,IoT,IoT,IoT,IoT,IoT,IoT,ไอโอที,SEM_311,IoT,物联网,物聯網,IoT,industry40,true
TERM_312,通信,communication,Kommunikation,communication,comunicación,comunicação,comunicazione,komunikace,komunikacja,iletişim,truyền thông,การสื่อสาร,SEM_312,통신,通信,通訊,comunicación,connectivity,true
TERM_313,プロトコル,protocol,Protokoll,protocole,protocolo,protocolo,protocollo,protokol,protokół,protokol,giao thức,โพรโทคอล,SEM_313,프로토콜,协议,協定,protocolo,connectivity,true
TERM_314,フィールドバス,fieldbus,Feldbus,bus de terrain,bus de campo,barramento de campo,fieldbus,sběrnice,magistrala polowa,saha veriyolu,bus trường,ฟิลด์บัส,SEM_314,필드버스,现场总线,現場匯流排,bus de campo,fieldbus,true
TERM_315,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,DeviceNet,ดีไวซ์เน็ต,SEM_315,DeviceNet,DeviceNet,DeviceNet,DeviceNet,fieldbus,true
TERM_316,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,CC-Link,ซีซี-ลิงค์,SEM_316,CC-Link,CC-Link,CC-Link,CC-Link,fieldbus,true
TERM_317,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,โพรฟิบัส,SEM_317,PROFIBUS,PROFIBUS,PROFIBUS,PROFIBUS,fieldbus,true
TERM_318,安全規格,safety standard,Sicherheitsnorm,norme de sécurité,norma de seguridad,norma de segurança,norma di sicurezza,bezpečnostní norma,norma bezpieczeństwa,güvenlik standardı,tiêu chuẩn an toàn,มาตรฐานความปลอดภัย,SEM_318,안전 규격,安全标准,安全標準,norma de seguridad,safety_standard,true
TERM_319,カテゴリー,category,Kategorie,catégorie,categoría,categoria,categoria,kategorie,kategoria,kategori,danh mục,หมวดหมู่,SEM_319,카테고리,类别,類別,categoría,safety_category,true
TERM_320,パフォーマンスレベル,performance level,Performance Level,niveau de performance,nivel de rendimiento,nível de desempenho,livello di prestazione,úroveň výkonu,poziom wydajności,performans seviyesi,mức hiệu suất,ระดับประสิทธิภาพ,SEM_320,퍼포먼스 레벨,性能等级,性能等級,nivel de rendimiento,performance_level,true
TERM_321,リスクアセスメント,risk assessment,Risikobeurteilung,évaluation des risques,evaluación de riesgos,avaliação de riscos,valutazione del rischio,posouzení rizik,ocena ryzyka,risk değerlendirmesi,đánh giá rủi ro,การประเมินความเสี่ยง,SEM_321,리스크 평가,风险评估,風險評估,evaluación de riesgos,risk_assessment,true
TERM_322,サイクル,cycle,Zyklus,cycle,ciclo,ciclo,ciclo,cyklus,cykl,çevrim,chu kỳ,รอบ,SEM_322,사이클,循环,循環,ciclo,cycle,true
TERM_323,タクトタイム,tact time,Taktzeit,temps de cycle,tiempo de ciclo,tempo de ciclo,tempo ciclo,cyklový čas,czas cyklu,çevrim süresi,thời gian chu kỳ,เวลารอบ,SEM_323,택트 타임,节拍时间,節拍時間,tiempo de ciclo,cycle,true
TERM_324,生産性,productivity,Produktivität,productivité,productividad,produtividade,produttività,produktivita,produktywność,verimlilik,năng suất,ผลผลิต,SEM_324,생산성,生产率,生產力,productividad,productivity,true
TERM_325,効率,efficiency,Effizienz,efficacité,eficiencia,eficiência,efficienza,účinnost,wydajność,verimlilik,hiệu suất,ประสิทธิภาพ,SEM_325,효율,效率,效率,eficiencia,efficiency,true
TERM_326,信頼性,reliability,Zuverlässigkeit,fiabilité,fiabilidad,confiabilidade,affidabilità,spolehlivost,niezawodność,güvenilirlik,độ tin cậy,ความน่าเชื่อถือ,SEM_326,신뢰성,可靠性,可靠性,fiabilidad,reliability,true
TERM_327,MTBF,MTBF,MTBF,MTBF,MTBF,MTBF,MTBF,MTBF,MTBF,MTBF,MTBF,เอ็มทีบีเอฟ,SEM_327,MTBF,平均故障间隔时间,平均故障間隔時間,MTBF,mtbf,true
TERM_328,給油式,lubricated type,geschmierter Typ,type lubrifié,tipo lubricado,tipo lubrificado,tipo lubrificato,typ s mazáním,typ smarowany,yağlamalı tip,loại bôi trơn,ชนิดหล่อลื่น,SEM_328,급유식,给油式,給油式,tipo lubricado,lubrication_type,true
TERM_329,無給油式,non-lubricated type,ungeschmierter Typ,type non lubrifié,tipo no lubricado,tipo não lubrificado,tipo non lubrificato,typ bez mazání,typ niesmarowany,yağlamasız tip,loại không bôi trơn,ชนิดไม่หล่อลื่น,SEM_329,무급유식,无给油式,無給油式,tipo no lubricado,lubrication_type,true
TERM_330,クリーンルーム対応,cleanroom compatible,reinraumgeeignet,compatible salle blanche,compatible con sala limpia,compatível com sala limpa,compatibile camera bianca,vhodný pro čistou místnost,kompatybilny z czystym pomieszczeniem,temiz oda uyumlu,tương thích phòng sạch,เข้ากันได้กับห้องคลีนรูม,SEM_330,클린룸 대응,洁净室兼容,無塵室對應,compatible con sala limpia,cleanroom,true
TERM_331,摩耗,wear,Verschleiß,usure,desgaste,desgaste,usura,opotřebení,zużycie,aşınma,mài mòn,การสึกหรอ,SEM_331,마모,磨损,磨損,desgaste,wear,true
TERM_332,腐食,corrosion,Korrosion,corrosion,corrosión,corrosão,corrosione,koroze,korozja,korozyon,ăn mòn,การกัดกร่อน,SEM_332,부식,腐蚀,腐蝕,corrosión,corrosion,true
